DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
4,24XX PARIS ST,39.1265238736782,-84.50609087698,MT AUBURN,MT. AUBURN,85,40802416,1,,BLACK,MALE,26,NONFATAL,04/14/2008 12:00:00 AM,APR,,N/A,MON,40802416,04/14/2008 12:00:00 AM,DISTRICT 4,45219,MOUNT AUBURN
4,36XX IRVING ST,39.1490149704622,-84.5085797340922,AVONDALE,AVONDALE,5237,209020640,1,,BLACK,MALE,32,NONFATAL,09/10/2020 12:00:00 AM,SEP,014300,1,THU,209020640,09/10/2020 01:43:00 AM,DISTRICT 4,,AVONDALE
3,32XX MONTANA AV,39.148371914772,-84.6096169613065,WESTWOOD,WESTWOOD,1498,31106326,1,"CINC, OH 45211",BLACK,FEMALE,48,NONFATAL,07/19/2011 12:00:00 AM,JUL,231000,23,TUE,31106326,07/19/2011 11:10:00 PM,DISTRICT 3,45211,WESTWOOD
1,16XX LINN ST,39.1140193535404,-84.5266771945225,WEST END,WEST END,4032,179032877,1,,BLACK,MALE,36,NONFATAL,08/16/2017 12:00:00 AM,AUG,011500,1,WED,179032877,08/16/2017 01:15:00 AM,DISTRICT 1,,WEST END
4,8XX BLAIR AV,39.1413281961599,-84.492852259182,AVONDALE,AVONDALE,2309,139018462,1,"CINC, OH 45229",BLACK,FEMALE,45,NONFATAL,07/16/2013 12:00:00 AM,JUL,010500,1,TUE,139018462,07/16/2013 01:05:00 AM,DISTRICT 4,45229,AVONDALE
4,7XX RIDGEWAY AV,39.1391909313615,-84.4943999986029,AVONDALE,AVONDALE,55,40801837,1,,BLACK,MALE,14,NONFATAL,03/23/2008 12:00:00 AM,MAR,,N/A,SUN,40801837,03/23/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
4,33XX MILTON CT,39.1397298823018,-84.4911053013366,AVONDALE,AVONDALE,2373,139024671,2,"CINC, OH 45223",BLACK,MALE,29,NONFATAL,09/09/2013 12:00:00 AM,SEP,220000,22,MON,139024671,09/09/2013 10:00:00 PM,DISTRICT 4,45229,AVONDALE
4,28XX ASHLAND AV,39.129760623787,-84.4823157039805,WALNUT HILLS,WALNUT HILLS,2911,159005041,2,"CINC, OH 45206",BLACK,MALE,35,NONFATAL,03/03/2015 12:00:00 AM,MAR,150000,15,TUE,159005041,03/03/2015 03:00:00 PM,DISTRICT 4,45206,WALNUT HILLS
2,57XX MADISON RD,39.1611373089076,-84.3951580249903,MADISONVILLE,MADISONVILLE,1315,21100837,1,"CINC, OH 45237",BLACK,MALE,43,NONFATAL,03/05/2011 12:00:00 AM,MAR,175500,17,SAT,21100837,03/05/2011 05:55:00 PM,DISTRICT 2,45227,MADISONVILLE
3,36XX MCHENRY AV,39.1491420116205,-84.5630822033408,EAST WESTWOOD,EAST WESTWOOD,2996,159011354,4,"CINCINNATI, OH 45211",BLACK,MALE,31,NONFATAL,05/07/2015 12:00:00 AM,MAY,133500,13,THU,159011354,05/07/2015 01:35:00 PM,DISTRICT 3,45225,EAST WESTWOOD
4,20XX ELEANOR PL,39.1188906332825,-84.5123966750013,MT AUBURN,MT. AUBURN,5178,209017812,1,,BLACK,MALE,31,NONFATAL,08/12/2020 12:00:00 AM,AUG,194000,19,WED,209017812,08/12/2020 07:40:00 PM,DISTRICT 4,,MOUNT AUBURN
3,25XX SEEGAR AV,39.1330544310549,-84.5546747000616,NORTH FAIRMOUNT,NORTH FAIRMOUNT,5075,209012689,3,,BLACK,MALE,16,NONFATAL,06/16/2020 12:00:00 AM,JUN,191000,19,TUE,209012689,06/16/2020 07:10:00 PM,DISTRICT 3,,SOUTH FAIRMOUNT
4,76XX YORKSHIRE PL,39.1996047189067,-84.4612313115885,ROSELAWN,ROSELAWN,4556,199004331,2,,BLACK,MALE,17,NONFATAL,03/03/2019 12:00:00 AM,MAR,193000,19,SUN,199004331,03/03/2019 07:30:00 PM,DISTRICT 4,,ROSELAWN
5,5XX FLATT TE,39.1737017968044,-84.5147558229093,WINTON HILLS,SPRING GROVE VILLAGE,4825,199025679,1,,BLACK,MALE,26,FATAL,11/04/2019 12:00:00 AM,NOV,123800,12,MON,199025679,11/04/2019 12:38:00 PM,DISTRICT 5,,SPRING GROVE VILLAGE
3,34XX BASSETT RD,39.1004783228128,-84.5678807370177,EAST PRICE HILL,EAST PRICE HILL,5180,209018030,1,,BLACK,FEMALE,17,FATAL,08/14/2020 12:00:00 AM,AUG,230800,23,FRI,209018030,08/14/2020 11:08:00 PM,DISTRICT 3,,EAST PRICE HILL
4,9XX DANA AV,39.1505064020505,-84.4809977933505,NORTH AVONDALE,AVONDALE,416,40809695,1,,BLACK,MALE,29,NONFATAL,12/30/2008 12:00:00 AM,DEC,,N/A,TUE,40809695,12/30/2008 12:00:00 AM,DISTRICT 4,45229,NORTH AVONDALE
4,37XX READING RD,39.1510047016601,-84.4863247444081,NORTH AVONDALE,AVONDALE,4758,199020707,2,,BLACK,MALE,15,FATAL,09/08/2019 12:00:00 AM,SEP,150800,15,SUN,199020707,09/08/2019 03:08:00 PM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
3,26XX WENDEE DR,39.1272738785042,-84.5929608529436,WESTWOOD,WESTWOOD,4679,199014950,1,,UNKNOWN,MALE,28,NONFATAL,07/08/2019 12:00:00 AM,JUL,200000,20,MON,199014950,07/08/2019 08:00:00 PM,DISTRICT 3,,WESTWOOD
4,77XX READING RD,39.2041234671934,-84.455857625654,ROSELAWN,ROSELAWN,1876,129018493,1,"CINC, OH 45237",BLACK,MALE,21,NONFATAL,07/05/2012 12:00:00 AM,JUL,041500,4,THU,129018493,07/05/2012 04:15:00 AM,DISTRICT 4,45237,ROSELAWN
4,2XX W SEVENTIETH ST,39.1946051200617,-84.484404652599,CARTHAGE,CARTHAGE,927,41001661,1,,BLACK,MALE,40,NONFATAL,03/31/2010 12:00:00 AM,MAR,,N/A,WED,41001661,03/31/2010 12:00:00 AM,DISTRICT 4,45216,CARTHAGE
4,23XX VINE ST,39.1233549309906,-84.5136927656094,MT AUBURN,MT. AUBURN,731,40906697,1,,BLACK,MALE,27,NONFATAL,09/25/2009 12:00:00 AM,SEP,,N/A,FRI,40906697,09/25/2009 12:00:00 AM,DISTRICT 4,45219,MOUNT AUBURN
3,34XX MCFARLAN RD,39.1488616884571,-84.5948362180773,WESTWOOD,WESTWOOD,3666,169025114,1,"CINCINNATI, OH 45239",BLACK,MALE,20,NONFATAL,09/26/2016 12:00:00 AM,SEP,040000,4,MON,169025114,09/26/2016 04:00:00 AM,DISTRICT 3,,WESTWOOD
4,49XX OBERLIN AV,39.1767114304827,-84.4743599221509,BOND HILL,BOND HILL,3821,179004054,1,,BLACK,MALE,15,NONFATAL,02/12/2017 12:00:00 AM,FEB,205000,20,SUN,179004054,02/12/2017 08:50:00 PM,DISTRICT 4,,BOND HILL
5,14XX CEDAR AV,39.1979079504206,-84.5430954551678,COLLEGE HILL,COLLEGE HILL,1782,129008728,1,"CINC, OH 45224",BLACK,MALE,17,NONFATAL,04/05/2012 12:00:00 AM,APR,193000,19,THU,129008728,04/05/2012 07:30:00 PM,DISTRICT 5,45224,COLLEGE HILL
1,X E ELDER ST,39.1150561103676,-84.5170406486449,OVER-THE-RHINE,OVER-THE-RHINE,2550,149005036,1,"CINTI, OH",BLACK,MALE,30,NONFATAL,03/09/2014 12:00:00 AM,MAR,123400,12,SUN,149005036,03/09/2014 12:34:00 PM,DISTRICT 1,45202,OTR
4,6XX ROCKDALE AV,39.1454362602957,-84.4952047582199,AVONDALE,AVONDALE,2396,139026445,2,"CINC, OH 45223",BLACK,MALE,22,NONFATAL,09/26/2013 12:00:00 AM,SEP,004000,0,THU,139026445,09/26/2013 12:40:00 AM,DISTRICT 4,45229,AVONDALE
5,60XX BELMONT AV,39.201346765522,-84.5638443995415,COLLEGE HILL,COLLEGE HILL,3400,169005152,1,"CINCINNATI, OH 45224",BLACK,MALE,26,NONFATAL,03/06/2016 12:00:00 AM,MAR,111000,11,SUN,169005152,03/06/2016 11:10:00 AM,DISTRICT 5,,MOUNT AIRY
3,20XX MILLVALE CT,39.1489841952773,-84.5534434474474,MILLVALE,MILLVALE,4207,189003034,1,,BLACK,FEMALE,27,NONFATAL,02/02/2018 12:00:00 AM,FEB,011500,1,FRI,189003034,02/02/2018 01:15:00 AM,DISTRICT 3,,MILLVALE
3,11XX RUTLEDGE AV,39.1123389042038,-84.5872061078037,WEST PRICE HILL,WEST PRICE HILL,3332,159033971,1,"CINCINNATI, OH 45205",BLACK,MALE,14,NONFATAL,12/19/2015 12:00:00 AM,DEC,184500,18,SAT,159033971,12/19/2015 06:45:00 PM,DISTRICT 3,,WEST PRICE HILL
4,7XX GREENWOOD AV,39.1539646268101,-84.4888053974502,NORTH AVONDALE,AVONDALE,5048,209011526,1,,BLACK,MALE,32,NONFATAL,06/04/2020 12:00:00 AM,JUN,173000,17,THU,209011526,06/04/2020 05:30:00 PM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
5,XX TOPRIDGE PL,39.1822441477313,-84.5104091957246,WINTON HILLS,WINTON HILLS,3971,179025290,1,,BLACK,MALE,29,NONFATAL,07/03/2017 12:00:00 AM,JUL,171500,17,MON,179025290,07/03/2017 05:15:00 PM,DISTRICT 5,,WINTON HILLS
4,29XX ALMS PL,39.1318760815148,-84.4842431774384,WALNUT HILLS,WALNUT HILLS,1242,41007942,1,"CINC, OH 45219",BLACK,MALE,23,NONFATAL,12/11/2010 12:00:00 AM,DEC,,N/A,SAT,41007942,12/11/2010 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,78XX NEWBEDFORD AV,39.2066487438702,-84.456812284508,ROSELAWN,ROSELAWN,2969,159009941,1,"CINC, OH 45206",BLACK,MALE,19,FATAL,04/23/2015 12:00:00 AM,APR,191000,19,THU,159009941,04/23/2015 07:10:00 PM,DISTRICT 4,45237,ROSELAWN
4,49XX READING RD,39.1760101316492,-84.4670700371605,BOND HILL,BOND HILL,3736,169030966,1,,BLACK,MALE,21,NONFATAL,11/26/2016 12:00:00 AM,NOV,112300,11,SAT,169030966,11/26/2016 11:23:00 AM,DISTRICT 4,,BOND HILL
2,19XX KINNEY AV,39.1364970188302,-84.4666205734958,EVANSTON,EVANSTON,735,20904562,2,,BLACK,MALE,40,NONFATAL,09/28/2009 12:00:00 AM,SEP,,N/A,MON,20904562,09/28/2009 12:00:00 AM,DISTRICT 2,45207,EVANSTON
2,18XX HEWITT AV,39.1370587258232,-84.4711166173069,EVANSTON,EVANSTON,1159,21004437,2,"CINC, OH 45207",BLACK,MALE,38,NONFATAL,10/05/2010 12:00:00 AM,OCT,,N/A,TUE,21004437,10/05/2010 12:00:00 AM,DISTRICT 2,45207,EVANSTON
4,8XX HUTCHINS AV,39.1450587789299,-84.4856093205954,AVONDALE,AVONDALE,165,40804264,2,,BLACK,MALE,25,FATAL,06/18/2008 12:00:00 AM,JUN,,N/A,WED,40804264,06/18/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
3,34XX WARSAW AV,39.1097249880641,-84.5665156301239,EAST PRICE HILL,EAST PRICE HILL,3924,179017754,1,,BLACK,MALE,32,NONFATAL,05/16/2017 12:00:00 AM,MAY,030500,3,TUE,179017754,05/16/2017 03:05:00 AM,DISTRICT 3,,EAST PRICE HILL
3,12XX ELBERON AV,39.1131729594044,-84.5644664015403,EAST PRICE HILL,EAST PRICE HILL,3127,159019478,2,"COLLEGE HILL, OH 4521",BLACK,MALE,28,NONFATAL,07/24/2015 12:00:00 AM,JUL,111700,11,FRI,159019478,07/24/2015 11:17:00 AM,DISTRICT 3,45205,EAST PRICE HILL
5,11XX W GALBRAITH RD,39.2169030243323,-84.5309070389942,COLLEGE HILL,COLLEGE HILL,4425,189025808,2,,BLACK,MALE,28,FATAL,09/23/2018 12:00:00 AM,SEP,012700,1,SUN,189025808,09/23/2018 01:27:00 AM,DISTRICT 5,,
4,28XX GERARD ST,39.1307143686238,-84.5045232516247,CORRYVILLE,CORRYVILLE,1550,41105612,1,"CINC, OH 45237",BLACK,MALE,34,NONFATAL,08/30/2011 12:00:00 AM,AUG,170100,17,TUE,41105612,08/30/2011 05:01:00 PM,DISTRICT 4,45219,CORRYVILLE
4,15XX JOSEPH ST,39.1735456286232,-84.4715773278306,BOND HILL,BOND HILL,3038,159013513,1,"CINC, OH 45237",BLACK,MALE,31,FATAL,05/28/2015 12:00:00 AM,MAY,095000,9,THU,159013513,05/28/2015 09:50:00 AM,DISTRICT 4,45237,BOND HILL
3,8XX DELHI AV,39.0934980947872,-84.5727707679334,SEDAMSVILLE,SEDAMSVILLE,2501,149000804,1,"CINCINNATI, OH 45204",BLACK,FEMALE,11,FATAL,01/12/2014 12:00:00 AM,JAN,030100,3,SUN,149000804,01/12/2014 03:01:00 AM,DISTRICT 3,45204,SEDAMSVILLE
5,7XX KINGS RUN DR,39.1816330399275,-84.5180512243166,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,5137,209015861,1,,WHITE,MALE,19,FATAL,07/21/2020 12:00:00 AM,JUL,192500,19,TUE,209015861,07/21/2020 07:25:00 PM,DISTRICT 5,,SPRING GROVE - WINTON HILLS
4,5XX HALE AV,39.1392747955738,-84.4942730307825,AVONDALE,AVONDALE,66,40802036,1,,BLACK,MALE,17,NONFATAL,03/31/2008 12:00:00 AM,MAR,,N/A,MON,40802036,03/31/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
4,35XX READING RD,39.1447948727991,-84.4898367872169,AVONDALE,AVONDALE,2504,149001040,2,"CINC, OH 45229",BLACK,MALE,20,NONFATAL,01/14/2014 12:00:00 AM,JAN,185000,18,TUE,149001040,01/14/2014 06:50:00 PM,DISTRICT 4,45229,AVONDALE
5,47XX WINTON RD,39.1762564614784,-84.5188403715242,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,4971,209007617,2,,BLACK,FEMALE,29,FATAL,04/11/2020 12:00:00 AM,APR,070000,7,SAT,209007617,04/11/2020 07:00:00 AM,DISTRICT 5,,SPRING GROVE VILLAGE
1,17XX VINE ST,39.1140749122958,-84.5165695904997,OVER-THE-RHINE,OVER-THE-RHINE,1851,129018171,1,"CINCINNATI, OH",BLACK,FEMALE,15,FATAL,06/18/2012 12:00:00 AM,JUN,231000,23,MON,129018171,06/18/2012 11:10:00 PM,DISTRICT 1,45202,OTR
3,9XX MCPHERSON,39.1096934448273,-84.5702679169699,EAST PRICE HILL,EAST PRICE HILL,2337,139020528,1,"CINC, OH 45205",BLACK,MALE,56,NONFATAL,08/05/2013 12:00:00 AM,AUG,001000,0,MON,139020528,08/05/2013 12:10:00 AM,DISTRICT 3,45205,EAST PRICE HILL
3,23XX BALTIMORE AV,39.1496525174956,-84.5627573369639,EAST WESTWOOD,EAST WESTWOOD,2653,149014554,1,"C/O, 45214",BLACK,MALE,25,FATAL,06/18/2014 12:00:00 AM,JUN,213500,21,WED,149014554,06/18/2014 09:35:00 PM,DISTRICT 3,45225,EAST WESTWOOD
1,1XX GREEN ST,39.1144699136895,-84.5181582865161,OVER-THE-RHINE,OVER-THE-RHINE,1213,11005144,1,"CINC., OH 45225",BLACK,MALE,27,FATAL,11/11/2010 12:00:00 AM,NOV,,N/A,THU,11005144,11/11/2010 12:00:00 AM,DISTRICT 1,45202,OTR
5,16XX CEDAR AV,39.1978459093908,-84.547104863687,COLLEGE HILL,COLLEGE HILL,99,50802272,1,,BLACK,MALE,20,NONFATAL,04/25/2008 12:00:00 AM,APR,,N/A,FRI,50802272,04/25/2008 12:00:00 AM,DISTRICT 5,45224,COLLEGE HILL
4,12XX SEYMOUR AV,39.1926992818841,-84.4756609529381,ROSELAWN,ROSELAWN,2441,139029363,1,"CINC, OH 45225",BLACK,MALE,20,NONFATAL,10/27/2013 12:00:00 AM,OCT,041000,4,SUN,139029363,10/27/2013 04:10:00 AM,DISTRICT 4,45216,ROSELAWN
2,36XX CLARION AV,39.1454760601776,-84.4695837440361,EVANSTON,EVANSTON,823,20906056,1,,BLACK,MALE,25,NONFATAL,12/21/2009 12:00:00 AM,DEC,,N/A,MON,20906056,12/21/2009 12:00:00 AM,DISTRICT 2,45207,EVANSTON
5,15XX W NORTH BEND RD,39.203813279959,-84.5454537966268,COLLEGE HILL,COLLEGE HILL,2728,149021027,1,"CINC, OH 45224",BLACK,MALE,28,FATAL,08/23/2014 12:00:00 AM,AUG,201800,20,SAT,149021027,08/23/2014 08:18:00 PM,DISTRICT 5,45224,COLLEGE HILL
5,46XX NORTH EDGEWOOD AV,39.1750451413246,-84.5150999489487,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,70,50801881,1,,WHITE,MALE,37,NONFATAL,04/05/2008 12:00:00 AM,APR,,N/A,SAT,50801881,04/05/2008 12:00:00 AM,DISTRICT 5,45232,SPRING GROVE VILLAGE
3,24XX WHITE ST,39.1293745619944,-84.5637622922507,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,1487,31106102,1,"CINC, OH 45211",BLACK,MALE,30,NONFATAL,07/13/2011 12:00:00 AM,JUL,165900,16,WED,31106102,07/13/2011 04:59:00 PM,DISTRICT 3,45214,SOUTH FAIRMOUNT
4,7XX GLENWOOD AV,39.1488160653983,-84.4906863122812,AVONDALE,AVONDALE,884,41001245,1,,BLACK,MALE,24,FATAL,03/09/2010 12:00:00 AM,MAR,,N/A,TUE,41001245,03/09/2010 12:00:00 AM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
5,43XX VIRGINIA AV,39.1699935060234,-84.5489717378084,NORTHSIDE,NORTHSIDE,3605,169020403,1,"CINCINNATI, OH",WHITE,MALE,27,FATAL,08/10/2016 12:00:00 AM,AUG,234600,23,WED,169020403,08/10/2016 11:46:00 PM,DISTRICT 5,,NORTHSIDE
1,20XX CENTRAL AV,39.1187147878456,-84.524681249977,WEST END,OVER-THE-RHINE,449,10900324,3,,BLACK,MALE,23,NONFATAL,01/25/2009 12:00:00 AM,JAN,,N/A,SUN,10900324,01/25/2009 12:00:00 AM,DISTRICT 1,45214,WEST END
4,36XX READING RD,39.1497287063451,-84.4882348683931,NORTH AVONDALE,AVONDALE,1296,41100788,1,"CINC, OH 45206",BLACK,MALE,32,NONFATAL,02/08/2011 12:00:00 AM,FEB,091300,9,TUE,41100788,02/08/2011 09:13:00 AM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
1,8XX FINDLAY ST,39.1169705744229,-84.5282517507394,WEST END,WEST END,1816,129012079,1,"CINC, OH 45205",BLACK,FEMALE,23,NONFATAL,05/08/2012 12:00:00 AM,MAY,212000,21,TUE,129012079,05/08/2012 09:20:00 PM,DISTRICT 1,45214,WEST END
2,55XX WHETSEL AV,39.1660855764792,-84.39195982124,MADISONVILLE,MADISONVILLE,348,20805643,1,,BLACK,MALE,25,NONFATAL,10/24/2008 12:00:00 AM,OCT,,N/A,FRI,20805643,10/24/2008 12:00:00 AM,DISTRICT 2,45227,MADISONVILLE
4,50XX PADDOCK RD,39.1786838083999,-84.4766406656479,BOND HILL,BOND HILL,3699,169027735,1,,BLACK,MALE,36,NONFATAL,10/23/2016 12:00:00 AM,OCT,180000,18,SUN,169027735,10/23/2016 06:00:00 PM,DISTRICT 4,,BOND HILL
3,32XX BOWLING GREEN CT,39.1429924207385,-84.5522907753156,MILLVALE,MILLVALE,2220,139012854,2,"C/O, 45216",BLACK,MALE,21,NONFATAL,05/25/2013 12:00:00 AM,MAY,130300,13,SAT,139012854,05/25/2013 01:03:00 PM,DISTRICT 3,45225,MILLVALE
4,70XX GLENMEADOW LN,39.1889445157977,-84.4672382269776,BOND HILL,ROSELAWN,3855,179009284,1,,BLACK,FEMALE,29,NONFATAL,03/20/2017 12:00:00 AM,MAR,184000,18,MON,179009284,03/20/2017 06:40:00 PM,DISTRICT 4,,BOND HILL
1,19XX FREEMAN AV,39.1169725078877,-84.5308729964474,WEST END,WEST END,5040,209011223,2,,BLACK,MALE,25,NONFATAL,05/30/2020 12:00:00 AM,MAY,221500,22,SAT,209011223,05/30/2020 10:15:00 PM,DISTRICT 1,,WEST END
3,12XX WESSELS AV,39.1136791641465,-84.5720959098691,EAST PRICE HILL,EAST PRICE HILL,2050,129036780,3,"CINCINNATI, OH 45205",WHITE,FEMALE,56,NONFATAL,12/17/2012 12:00:00 AM,DEC,231000,23,MON,129036780,12/17/2012 11:10:00 PM,DISTRICT 3,45205,EAST PRICE HILL
3,2XX FAIRBANKS AV,39.0922219696825,-84.5750267775646,SEDAMSVILLE,RIVERSIDE,3272,159029374,1,"CINTI, OH 45237",BLACK,FEMALE,42,NONFATAL,10/27/2015 12:00:00 AM,OCT,033000,3,TUE,159029374,10/27/2015 03:30:00 AM,DISTRICT 3,,SEDAMSVILLE
5,56XX WINNESTE AV,39.1903190701204,-84.5149500434376,WINTON HILLS,WINTON HILLS,470,50900919,1,,BLACK,MALE,21,NONFATAL,02/21/2009 12:00:00 AM,FEB,,N/A,SAT,50900919,02/21/2009 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
3,41XX HEYWARD ST,39.1224352520616,-84.5803821011482,WEST PRICE HILL,WEST PRICE HILL,2330,139020419,1,"CINCINNATI, OH 45205",BLACK,MALE,20,FATAL,08/01/2013 12:00:00 AM,AUG,200800,20,THU,139020419,08/01/2013 08:08:00 PM,DISTRICT 3,45205,WEST PRICE HILL
2,27XX SILVERLEAF AV,39.1773550422046,-84.4372501131571,PLEASANT RIDGE,PLEASANT RIDGE,3284,159030164,1,"CINCINNATI, OH 45225",BLACK,MALE,19,FATAL,11/05/2015 12:00:00 AM,NOV,122600,12,THU,159030164,11/05/2015 12:26:00 PM,DISTRICT 2,,PLEASANT RIDGE
1,2XX HENRY ST,39.1169909797988,-84.5197265292029,OVER-THE-RHINE,OVER-THE-RHINE,2171,139009598,1,0,BLACK,MALE,54,NONFATAL,04/19/2013 12:00:00 AM,APR,005500,0,FRI,139009598,04/19/2013 12:55:00 AM,DISTRICT 1,45202,OTR
4,44XX READING LN,39.1660427489334,-84.472810893298,PADDOCK HILLS,NORTH AVONDALE - PADDOCK HILLS,3588,169018693,1,"CINCINNATI, OH 45229",WHITE,MALE,43,NONFATAL,07/25/2016 12:00:00 AM,JUL,174500,17,MON,169018693,07/25/2016 05:45:00 PM,DISTRICT 4,,PADDOCK HILLS
3,17XX GILSEY AV,39.1225733662297,-84.5823260141959,WEST PRICE HILL,WEST PRICE HILL,5141,209016198,1,,BLACK,MALE,37,NONFATAL,07/25/2020 12:00:00 AM,JUL,193200,19,SAT,209016198,07/25/2020 07:32:00 PM,DISTRICT 3,,WEST PRICE HILL
4,18XX DALE RD,39.1762882207973,-84.4615089239792,BOND HILL,BOND HILL,3441,169008984,2,"CINCINNATI, OH 45237",BLACK,FEMALE,20,NONFATAL,04/16/2016 12:00:00 AM,APR,220200,22,SAT,169008984,04/16/2016 10:02:00 PM,DISTRICT 4,,BOND HILL
5,51XX HOLLAND DR,39.1852809241438,-84.5106323852461,WINTON HILLS,WINTON HILLS,2108,139003659,1,"CINC, OH 45232",BLACK,MALE,53,NONFATAL,02/12/2013 12:00:00 AM,FEB,203000,20,TUE,139003659,02/12/2013 08:30:00 PM,DISTRICT 5,45232,WINTON HILLS
3,12XX BLANCHARD ST,39.1139121246632,-84.5665663685778,EAST PRICE HILL,EAST PRICE HILL,4427,189025853,1,,BLACK,MALE,34,NONFATAL,09/23/2018 12:00:00 AM,SEP,231000,23,SUN,189025853,09/23/2018 11:10:00 PM,DISTRICT 3,,EAST PRICE HILL
4,16XX ANITA PL,39.1748553812696,-84.4686207851112,BOND HILL,BOND HILL,829,40908868,1,,BLACK,MALE,19,NONFATAL,12/26/2009 12:00:00 AM,DEC,,N/A,SAT,40908868,12/26/2009 12:00:00 AM,DISTRICT 4,45237,BOND HILL
5,12XX CEDAR AV,39.1973938582126,-84.5391122897991,COLLEGE HILL,COLLEGE HILL,4773,199021639,1,,BLACK,MALE,19,NONFATAL,09/18/2019 12:00:00 AM,SEP,150900,15,WED,199021639,09/18/2019 03:09:00 PM,DISTRICT 5,,COLLEGE HILL
5,1XX CRAFT ST,39.1785727126108,-84.5113367404271,WINTON HILLS,WINTON HILLS,23,50800439,1,,BLACK,MALE,23,NONFATAL,01/23/2008 12:00:00 AM,JAN,,N/A,WED,50800439,01/23/2008 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
5,53XX HOLLAND DR,39.1891825608318,-84.5130176537476,WINTON HILLS,WINTON HILLS,457,50900668,2,,BLACK,MALE,22,NONFATAL,02/07/2009 12:00:00 AM,FEB,,N/A,SAT,50900668,02/07/2009 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
4,8XX BLAIR AV,39.1410631501621,-84.4927863208466,AVONDALE,AVONDALE,4451,189028282,1,,BLACK,MALE,35,NONFATAL,10/22/2018 12:00:00 AM,OCT,104500,10,MON,189028282,10/22/2018 10:45:00 AM,DISTRICT 4,,AVONDALE
2,36XX NORTHDALE PL,39.1825054040028,-84.4127767191761,KENNEDY HEIGHTS,KENNEDY HEIGHTS,63,20801341,1,,WHITE,MALE,50,NONFATAL,03/27/2008 12:00:00 AM,MAR,,N/A,THU,20801341,03/27/2008 12:00:00 AM,DISTRICT 2,45213,KENNEDY HEIGHTS
3,33XX MCHENRY AV,39.1478194324548,-84.5705411904823,EAST WESTWOOD,EAST WESTWOOD,3159,159022009,1,"COVINGTON, KY 41011",BLACK,MALE,31,NONFATAL,08/16/2015 12:00:00 AM,AUG,230200,23,SUN,159022009,08/16/2015 11:02:00 PM,DISTRICT 3,,EAST WESTWOOD
4,8XX LINCOLN AV,39.1321983624395,-84.49061171677,WALNUT HILLS,WALNUT HILLS,3962,179024281,1,,BLACK,MALE,24,NONFATAL,06/25/2017 12:00:00 AM,JUN,030000,3,SUN,179024281,06/25/2017 03:00:00 AM,DISTRICT 4,,WALNUT HILLS
3,38XX LATHAM AV,39.120401625943,-84.5756046589348,WEST PRICE HILL,EAST PRICE HILL,19,30800559,1,,WHITE,MALE,39,NONFATAL,01/19/2008 12:00:00 AM,JAN,,N/A,SAT,30800559,01/19/2008 12:00:00 AM,DISTRICT 3,45205,WEST PRICE HILL
3,20XX WESTWOOD NORTHERN BV,39.1447388660744,-84.5598059043478,ENGLISH WOODS,MILLVALE,1053,31007313,1,"CINC, OH 45230",WHITE,MALE,30,NONFATAL,07/25/2010 12:00:00 AM,JUL,,N/A,SUN,31007313,07/25/2010 12:00:00 AM,DISTRICT 3,45225,MILLVALE
4,8XX LINCOLN AV,39.133066530393,-84.4889010817798,WALNUT HILLS,WALNUT HILLS,1447,41103801,1,"CINC, OH 45229",BLACK,MALE,36,NONFATAL,06/19/2011 12:00:00 AM,JUN,234800,23,SUN,41103801,06/19/2011 11:48:00 PM,DISTRICT 4,45206,WALNUT HILLS
5,54XX WINTON RD,39.1886544855879,-84.5236023325391,WINTON HILLS,WINTON HILLS,280,50805531,1,,BLACK,MALE,17,NONFATAL,09/12/2008 12:00:00 AM,SEP,,N/A,FRI,50805531,09/12/2008 12:00:00 AM,DISTRICT 5,45232,SPRING GROVE - WINTON HILLS
1,XX E MCMICKEN AV,39.1156655294636,-84.5152945066941,OVER-THE-RHINE,OVER-THE-RHINE,4438,189027165,1,,BLACK,MALE,26,NONFATAL,10/09/2018 12:00:00 AM,OCT,011700,1,TUE,189027165,10/09/2018 01:17:00 AM,DISTRICT 1,,OTR
